Node1	Node2	Sim	Node1Chrname	Node1Chr	Node2Chrname	Node2Chr
soff_lappurple_cm036202.1	soff_lappurple_cm036205.1	0.16821401155801458	C07	Chr07	F07	Chr07
soff_lappurple_cm036200.1	soff_lappurple_cm036205.1	0.1434941375198728	A07	Chr07	F07	Chr07
soff_lappurple_cm036203.1	soff_lappurple_cm036205.1	0.1421178510986475	D07	Chr07	F07	Chr07
soff_lappurple_cm036206.1	soff_lappurple_cm036205.1	0.13243984339487075	G07	Chr07	F07	Chr07
soff_lappurple_cm036201.1	soff_lappurple_cm036205.1	0.13139049264888783	B07	Chr07	F07	Chr07
soff_lappurple_cm036207.1	soff_lappurple_cm036205.1	0.11880406691530356	H07	Chr07	F07	Chr07
soff_lappurple_cm036204.1	soff_lappurple_cm036205.1	0.1047010624262204	E07	Chr07	F07	Chr07
soff_lappurple_cm036206.1	soff_lappurple_cm036206.1	1.0	G07	Chr07	G07	Chr07
soff_lappurple_cm036201.1	soff_lappurple_cm036206.1	0.22391890527894334	B07	Chr07	G07	Chr07
soff_lappurple_cm036204.1	soff_lappurple_cm036206.1	0.1951126091619427	E07	Chr07	G07	Chr07
soff_lappurple_cm036200.1	soff_lappurple_cm036206.1	0.19193142766856708	A07	Chr07	G07	Chr07
soff_lappurple_cm036202.1	soff_lappurple_cm036206.1	0.1876904601065826	C07	Chr07	G07	Chr07
soff_lappurple_cm036203.1	soff_lappurple_cm036206.1	0.1874231173951062	D07	Chr07	G07	Chr07
soff_lappurple_cm036207.1	soff_lappurple_cm036206.1	0.1613406207428562	H07	Chr07	G07	Chr07
soff_lappurple_cm036205.1	soff_lappurple_cm036206.1	0.13243984339487075	F07	Chr07	G07	Chr07
sspo_npx_cm039603.1	soff_lappurple_cm036206.1	0.10358671628011079	7A	Chr07	G07	Chr07
sspo_npx_cm039604.1	soff_lappurple_cm036206.1	0.10185925629748101	7B	Chr07	G07	Chr07
sspo_npx_cm039606.1	soff_lappurple_cm036206.1	0.10144654725532501	7D	Chr07	G07	Chr07
sspo_npx_cm039605.1	soff_lappurple_cm036206.1	0.09871686939356113	7C	Chr07	G07	Chr07
sspo_ap85441_cm010703.1	soff_lappurple_cm036206.1	0.08569031148950104	6A	Chr06	G07	Chr07
sspo_ap85441_cm010704.1	soff_lappurple_cm036206.1	0.08568817038521684	6B	Chr06	G07	Chr07
sspo_ap85441_cm010705.1	soff_lappurple_cm036206.1	0.08338187293248783	6C	Chr06	G07	Chr07
sspo_ap85441_cm010706.1	soff_lappurple_cm036206.1	0.08113605791839368	6D	Chr06	G07	Chr07
soff_lappurple_cm036207.1	soff_lappurple_cm036207.1	1.0	H07	Chr07	H07	Chr07
soff_lappurple_cm036204.1	soff_lappurple_cm036207.1	0.18907132279953787	E07	Chr07	H07	Chr07
soff_lappurple_cm036200.1	soff_lappurple_cm036207.1	0.17872340425531916	A07	Chr07	H07	Chr07
soff_lappurple_cm036203.1	soff_lappurple_cm036207.1	0.17050160351215868	D07	Chr07	H07	Chr07
soff_lappurple_cm036206.1	soff_lappurple_cm036207.1	0.1613406207428562	G07	Chr07	H07	Chr07
soff_lappurple_cm036201.1	soff_lappurple_cm036207.1	0.1596942179929792	B07	Chr07	H07	Chr07
soff_lappurple_cm036202.1	soff_lappurple_cm036207.1	0.13813841456866266	C07	Chr07	H07	Chr07
soff_lappurple_cm036205.1	soff_lappurple_cm036207.1	0.11880406691530356	F07	Chr07	H07	Chr07
sspo_npx_cm039604.1	soff_lappurple_cm036207.1	0.09165104890877214	7B	Chr07	H07	Chr07
sspo_npx_cm039603.1	soff_lappurple_cm036207.1	0.08664286448920822	7A	Chr07	H07	Chr07
sspo_npx_cm039606.1	soff_lappurple_cm036207.1	0.08565062116541008	7D	Chr07	H07	Chr07
sspo_npx_cm039605.1	soff_lappurple_cm036207.1	0.08532339453059096	7C	Chr07	H07	Chr07
soff_lappurple_cm036208.1	soff_lappurple_cm036208.1	1.0	A08	Chr08	A08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036208.1	0.2158054243650293	D08	Chr08	A08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036208.1	0.20109672365328787	E08	Chr08	A08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036208.1	0.19543387357690079	F08	Chr08	A08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036208.1	0.19524098211579266	B08	Chr08	A08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036208.1	0.19306047084166794	H08	Chr08	A08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036208.1	0.19212773974753503	G08	Chr08	A08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036208.1	0.17258844759868372	C08	Chr08	A08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036208.1	0.09679957248463616	8A	Chr08	A08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036208.1	0.09508902929350947	8B	Chr08	A08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036208.1	0.09483554318364955	8C	Chr08	A08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036208.1	0.08898626684423823	8D	Chr08	A08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036209.1	1.0	B08	Chr08	B08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036209.1	0.20294325962068152	H08	Chr08	B08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036209.1	0.1961771402902771	F08	Chr08	B08	Chr08
soff_lappurple_cm036208.1	soff_lappurple_cm036209.1	0.19524098211579266	A08	Chr08	B08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036209.1	0.1902387054936232	E08	Chr08	B08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036209.1	0.1881818614917978	G08	Chr08	B08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036209.1	0.1879592645668811	D08	Chr08	B08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036209.1	0.18772011843540595	C08	Chr08	B08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036209.1	0.09531582475879558	8B	Chr08	B08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036209.1	0.09392412963045513	8C	Chr08	B08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036209.1	0.0933852140077821	8A	Chr08	B08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036209.1	0.0888524018482462	8D	Chr08	B08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036210.1	1.0	C08	Chr08	C08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036210.1	0.19663810254883837	D08	Chr08	C08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036210.1	0.19359722441255323	F08	Chr08	C08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036210.1	0.19106101213936624	E08	Chr08	C08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036210.1	0.18772011843540595	B08	Chr08	C08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036210.1	0.18393512077905652	H08	Chr08	C08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036210.1	0.17735042735042736	G08	Chr08	C08	Chr08
soff_lappurple_cm036208.1	soff_lappurple_cm036210.1	0.17258844759868372	A08	Chr08	C08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036210.1	0.08988082019394478	8B	Chr08	C08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036210.1	0.08937855156571152	8C	Chr08	C08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036210.1	0.08480021927153125	8A	Chr08	C08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036210.1	0.08302838930531783	8D	Chr08	C08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036211.1	1.0	D08	Chr08	D08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036211.1	0.2182885747567925	F08	Chr08	D08	Chr08
soff_lappurple_cm036208.1	soff_lappurple_cm036211.1	0.2158054243650293	A08	Chr08	D08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036211.1	0.19663810254883837	C08	Chr08	D08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036211.1	0.1879592645668811	B08	Chr08	D08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036211.1	0.1850715589575248	E08	Chr08	D08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036211.1	0.17680135197418959	H08	Chr08	D08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036211.1	0.17583416959357753	G08	Chr08	D08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036211.1	0.09552371761561873	8C	Chr08	D08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036211.1	0.09468375770259273	8B	Chr08	D08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036211.1	0.08997765071256494	8D	Chr08	D08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036211.1	0.08867862579470495	8A	Chr08	D08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036212.1	1.0	E08	Chr08	E08	Chr08
soff_lappurple_cm036208.1	soff_lappurple_cm036212.1	0.20109672365328787	A08	Chr08	E08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036212.1	0.1986615802405276	G08	Chr08	E08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036212.1	0.19295976563717393	F08	Chr08	E08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036212.1	0.19106101213936624	C08	Chr08	E08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036212.1	0.1902387054936232	B08	Chr08	E08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036212.1	0.18758523395250412	H08	Chr08	E08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036212.1	0.1850715589575248	D08	Chr08	E08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036212.1	0.09986120134664225	8B	Chr08	E08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036212.1	0.09685615913157222	8C	Chr08	E08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036212.1	0.09280049438665156	8D	Chr08	E08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036212.1	0.0922088937356113	8A	Chr08	E08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036213.1	1.0	F08	Chr08	F08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036213.1	0.2182885747567925	D08	Chr08	F08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036213.1	0.1961771402902771	B08	Chr08	F08	Chr08
soff_lappurple_cm036208.1	soff_lappurple_cm036213.1	0.19543387357690079	A08	Chr08	F08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036213.1	0.19359722441255323	C08	Chr08	F08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036213.1	0.19295976563717393	E08	Chr08	F08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036213.1	0.17894033768775533	H08	Chr08	F08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036213.1	0.178548765784631	G08	Chr08	F08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036213.1	0.09451452038721032	8B	Chr08	F08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036213.1	0.09407978444727191	8C	Chr08	F08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036213.1	0.08841518529677614	8A	Chr08	F08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036213.1	0.08731295300444236	8D	Chr08	F08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036214.1	1.0	G08	Chr08	G08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036214.1	0.1986615802405276	E08	Chr08	G08	Chr08
soff_lappurple_cm036208.1	soff_lappurple_cm036214.1	0.19212773974753503	A08	Chr08	G08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036214.1	0.1881818614917978	B08	Chr08	G08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036214.1	0.183834544078089	H08	Chr08	G08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036214.1	0.178548765784631	F08	Chr08	G08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036214.1	0.17735042735042736	C08	Chr08	G08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036214.1	0.17583416959357753	D08	Chr08	G08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036214.1	0.09563542030128798	8B	Chr08	G08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036214.1	0.09486785591121422	8A	Chr08	G08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036214.1	0.09390426964205574	8C	Chr08	G08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036214.1	0.08815039821069653	8D	Chr08	G08	Chr08
soff_lappurple_cm036215.1	soff_lappurple_cm036215.1	1.0	H08	Chr08	H08	Chr08
soff_lappurple_cm036209.1	soff_lappurple_cm036215.1	0.20294325962068152	B08	Chr08	H08	Chr08
soff_lappurple_cm036208.1	soff_lappurple_cm036215.1	0.19306047084166794	A08	Chr08	H08	Chr08
soff_lappurple_cm036212.1	soff_lappurple_cm036215.1	0.18758523395250412	E08	Chr08	H08	Chr08
soff_lappurple_cm036210.1	soff_lappurple_cm036215.1	0.18393512077905652	C08	Chr08	H08	Chr08
soff_lappurple_cm036214.1	soff_lappurple_cm036215.1	0.183834544078089	G08	Chr08	H08	Chr08
soff_lappurple_cm036213.1	soff_lappurple_cm036215.1	0.17894033768775533	F08	Chr08	H08	Chr08
soff_lappurple_cm036211.1	soff_lappurple_cm036215.1	0.17680135197418959	D08	Chr08	H08	Chr08
sspo_npx_cm039609.1	soff_lappurple_cm036215.1	0.09940995772377506	8C	Chr08	H08	Chr08
sspo_npx_cm039607.1	soff_lappurple_cm036215.1	0.09881897028972135	8A	Chr08	H08	Chr08
sspo_npx_cm039608.1	soff_lappurple_cm036215.1	0.09714379123818581	8B	Chr08	H08	Chr08
sspo_npx_cm039610.1	soff_lappurple_cm036215.1	0.09169645108187871	8D	Chr08	H08	Chr08
soff_lappurple_cm036216.1	soff_lappurple_cm036216.1	1.0	A09	Chr09	A09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036216.1	0.2335790929723487	D09	Chr09	A09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036216.1	0.22059027471349865	B09	Chr09	A09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036216.1	0.2037117014844338	C09	Chr09	A09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036216.1	0.20301986963835156	E09	Chr09	A09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036216.1	0.1980224478888295	F09	Chr09	A09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036216.1	0.1877848155684847	H09	Chr09	A09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036216.1	0.18622595561879224	G09	Chr09	A09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036216.1	0.1084377059986816	9D	Chr09	A09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036216.1	0.10838818439874555	9C	Chr09	A09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036216.1	0.10801345962113659	9A	Chr09	A09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036216.1	0.10354725999818155	9B	Chr09	A09	Chr09
sspo_ap85441_cm010707.1	soff_lappurple_cm036216.1	0.09693023657585868	7A	Chr07	A09	Chr09
sspo_ap85441_cm010709.1	soff_lappurple_cm036216.1	0.09573138438724711	7C	Chr07	A09	Chr09
sspo_ap85441_cm010708.1	soff_lappurple_cm036216.1	0.09565077664702731	7B	Chr07	A09	Chr09
sspo_ap85441_cm010710.1	soff_lappurple_cm036216.1	0.09088882992836296	7D	Chr07	A09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036217.1	1.0	B09	Chr09	B09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036217.1	0.2273974069068868	D09	Chr09	B09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036217.1	0.2219281714048946	E09	Chr09	B09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036217.1	0.22141290039491004	C09	Chr09	B09	Chr09
soff_lappurple_cm036216.1	soff_lappurple_cm036217.1	0.22059027471349865	A09	Chr09	B09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036217.1	0.2036813056957362	G09	Chr09	B09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036217.1	0.1917975893898593	H09	Chr09	B09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036217.1	0.18158783783783783	F09	Chr09	B09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036217.1	0.1209191860838308	9D	Chr09	B09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036217.1	0.1195556228090086	9A	Chr09	B09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036217.1	0.11795324565796063	9B	Chr09	B09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036217.1	0.11776929335920386	9C	Chr09	B09	Chr09
sspo_ap85441_cm010708.1	soff_lappurple_cm036217.1	0.11075471082647413	7B	Chr07	B09	Chr09
sspo_ap85441_cm010707.1	soff_lappurple_cm036217.1	0.11024061450252214	7A	Chr07	B09	Chr09
sspo_ap85441_cm010709.1	soff_lappurple_cm036217.1	0.10951946308724832	7C	Chr07	B09	Chr09
sspo_ap85441_cm010710.1	soff_lappurple_cm036217.1	0.09777483132130751	7D	Chr07	B09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036218.1	1.0	C09	Chr09	C09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036218.1	0.24248348388836458	E09	Chr09	C09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036218.1	0.22141290039491004	B09	Chr09	C09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036218.1	0.22099564241383865	D09	Chr09	C09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036218.1	0.21687989519748027	G09	Chr09	C09	Chr09
soff_lappurple_cm036216.1	soff_lappurple_cm036218.1	0.2037117014844338	A09	Chr09	C09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036218.1	0.18660777663853617	F09	Chr09	C09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036218.1	0.16705803421670581	H09	Chr09	C09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036218.1	0.11743130909321657	9D	Chr09	C09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036218.1	0.11568517479902786	9A	Chr09	C09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036218.1	0.11445241785291015	9B	Chr09	C09	Chr09
sspo_ap85441_cm010707.1	soff_lappurple_cm036218.1	0.11341104695500599	7A	Chr07	C09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036218.1	0.11210346872220575	9C	Chr09	C09	Chr09
sspo_ap85441_cm010708.1	soff_lappurple_cm036218.1	0.1076076776506303	7B	Chr07	C09	Chr09
sspo_ap85441_cm010709.1	soff_lappurple_cm036218.1	0.10661150872566014	7C	Chr07	C09	Chr09
sspo_ap85441_cm010710.1	soff_lappurple_cm036218.1	0.09730446779157381	7D	Chr07	C09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036219.1	1.0	D09	Chr09	D09	Chr09
soff_lappurple_cm036216.1	soff_lappurple_cm036219.1	0.2335790929723487	A09	Chr09	D09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036219.1	0.2273974069068868	B09	Chr09	D09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036219.1	0.22099564241383865	C09	Chr09	D09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036219.1	0.21637287038730463	E09	Chr09	D09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036219.1	0.20055304690602616	G09	Chr09	D09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036219.1	0.18653198653198652	F09	Chr09	D09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036219.1	0.1784432226109874	H09	Chr09	D09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036219.1	0.11137501518198135	9D	Chr09	D09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036219.1	0.1080992300212861	9C	Chr09	D09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036219.1	0.10786407766990291	9B	Chr09	D09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036219.1	0.10651582754706022	9A	Chr09	D09	Chr09
sspo_ap85441_cm010708.1	soff_lappurple_cm036219.1	0.10332262495317449	7B	Chr07	D09	Chr09
sspo_ap85441_cm010707.1	soff_lappurple_cm036219.1	0.10179244205959584	7A	Chr07	D09	Chr09
sspo_ap85441_cm010709.1	soff_lappurple_cm036219.1	0.09880584010098414	7C	Chr07	D09	Chr09
sspo_ap85441_cm010710.1	soff_lappurple_cm036219.1	0.08782301791420333	7D	Chr07	D09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036220.1	1.0	E09	Chr09	E09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036220.1	0.24248348388836458	C09	Chr09	E09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036220.1	0.2219281714048946	B09	Chr09	E09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036220.1	0.21637287038730463	D09	Chr09	E09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036220.1	0.21009316308003692	G09	Chr09	E09	Chr09
soff_lappurple_cm036216.1	soff_lappurple_cm036220.1	0.20301986963835156	A09	Chr09	E09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036220.1	0.19287938844847113	F09	Chr09	E09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036220.1	0.19200418403605654	H09	Chr09	E09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036220.1	0.11024907555989674	9B	Chr09	E09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036220.1	0.10776106505360374	9D	Chr09	E09	Chr09
sspo_ap85441_cm010707.1	soff_lappurple_cm036220.1	0.10701298103480023	7A	Chr07	E09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036220.1	0.10484607141439665	9A	Chr09	E09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036220.1	0.1042885118351361	9C	Chr09	E09	Chr09
sspo_ap85441_cm010708.1	soff_lappurple_cm036220.1	0.10019191242434222	7B	Chr07	E09	Chr09
sspo_ap85441_cm010709.1	soff_lappurple_cm036220.1	0.09767374171592334	7C	Chr07	E09	Chr09
sspo_ap85441_cm010710.1	soff_lappurple_cm036220.1	0.09094371324558947	7D	Chr07	E09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036221.1	1.0	F09	Chr09	F09	Chr09
soff_lappurple_cm036216.1	soff_lappurple_cm036221.1	0.1980224478888295	A09	Chr09	F09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036221.1	0.19287938844847113	E09	Chr09	F09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036221.1	0.18660777663853617	C09	Chr09	F09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036221.1	0.18653198653198652	D09	Chr09	F09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036221.1	0.18158783783783783	B09	Chr09	F09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036221.1	0.165287558685446	G09	Chr09	F09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036221.1	0.1611684482123111	H09	Chr09	F09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036221.1	0.10414034144374244	9C	Chr09	F09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036221.1	0.09834764121747087	9A	Chr09	F09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036221.1	0.09661267374411732	9D	Chr09	F09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036221.1	0.09446855275022543	9B	Chr09	F09	Chr09
sspo_ap85441_cm010709.1	soff_lappurple_cm036221.1	0.09006823694770012	7C	Chr07	F09	Chr09
sspo_ap85441_cm010707.1	soff_lappurple_cm036221.1	0.08926900821196336	7A	Chr07	F09	Chr09
sspo_ap85441_cm010708.1	soff_lappurple_cm036221.1	0.08706945874814052	7B	Chr07	F09	Chr09
sspo_ap85441_cm010710.1	soff_lappurple_cm036221.1	0.08545289237413342	7D	Chr07	F09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036222.1	1.0	G09	Chr09	G09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036222.1	0.21687989519748027	C09	Chr09	G09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036222.1	0.21009316308003692	E09	Chr09	G09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036222.1	0.2036813056957362	B09	Chr09	G09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036222.1	0.20055304690602616	D09	Chr09	G09	Chr09
soff_lappurple_cm036216.1	soff_lappurple_cm036222.1	0.18622595561879224	A09	Chr09	G09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036222.1	0.165287558685446	F09	Chr09	G09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036222.1	0.15643703043422896	H09	Chr09	G09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036222.1	0.10786803851507455	9D	Chr09	G09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036222.1	0.10734555369500466	9B	Chr09	G09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036222.1	0.10119955768934676	9A	Chr09	G09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036222.1	0.1008341443069651	9C	Chr09	G09	Chr09
sspo_ap85441_cm010707.1	soff_lappurple_cm036222.1	0.10031676442603009	7A	Chr07	G09	Chr09
sspo_ap85441_cm010709.1	soff_lappurple_cm036222.1	0.09810805079754023	7C	Chr07	G09	Chr09
sspo_ap85441_cm010708.1	soff_lappurple_cm036222.1	0.096687715953771	7B	Chr07	G09	Chr09
sspo_ap85441_cm010710.1	soff_lappurple_cm036222.1	0.08581651806663539	7D	Chr07	G09	Chr09
soff_lappurple_cm036223.1	soff_lappurple_cm036223.1	1.0	H09	Chr09	H09	Chr09
soff_lappurple_cm036220.1	soff_lappurple_cm036223.1	0.19200418403605654	E09	Chr09	H09	Chr09
soff_lappurple_cm036217.1	soff_lappurple_cm036223.1	0.1917975893898593	B09	Chr09	H09	Chr09
soff_lappurple_cm036216.1	soff_lappurple_cm036223.1	0.1877848155684847	A09	Chr09	H09	Chr09
soff_lappurple_cm036219.1	soff_lappurple_cm036223.1	0.1784432226109874	D09	Chr09	H09	Chr09
soff_lappurple_cm036218.1	soff_lappurple_cm036223.1	0.16705803421670581	C09	Chr09	H09	Chr09
soff_lappurple_cm036221.1	soff_lappurple_cm036223.1	0.1611684482123111	F09	Chr09	H09	Chr09
soff_lappurple_cm036222.1	soff_lappurple_cm036223.1	0.15643703043422896	G09	Chr09	H09	Chr09
sspo_npx_cm039612.1	soff_lappurple_cm036223.1	0.09771654152798204	9B	Chr09	H09	Chr09
sspo_npx_cm039614.1	soff_lappurple_cm036223.1	0.0972488038277512	9D	Chr09	H09	Chr09
sspo_npx_cm039611.1	soff_lappurple_cm036223.1	0.09714913887871016	9A	Chr09	H09	Chr09
sspo_npx_cm039613.1	soff_lappurple_cm036223.1	0.09370736945984384	9C	Chr09	H09	Chr09
